IBGE-Code,Município,UF,CAD ou AWC (m³/m³),DTA (mm/m)
3139201,Malacacheta,MG,"0,112","112,3"
3139250,Mamonas,MG,"0,131","131,1"
3139300,Manga,MG,"0,112","111,9"
3139409,Manhuaçu,MG,"0,108","107,7"
3139508,Manhumirim,MG,"0,117","116,5"
3139607,Mantena,MG,"0,104","103,8"
3139706,Maravilhas,MG,"0,115","114,5"
3139805,Mar de Espanha,MG,"0,114","114,5"
3139904,Maria da Fé,MG,"0,115","115,2"
3140001,Mariana,MG,"0,112","112,4"
3140100,Marilac,MG,"0,109","108,9"
3140159,Mário Campos,MG,"0,116","116,2"
3140209,Maripá de Minas,MG,"0,115","114,7"
3140308,Marliéria,MG,"0,111","110,8"
3140407,Marmelópolis,MG,"0,116","116,0"
3140506,Martinho Campos,MG,"0,117","116,7"
3140530,Martins Soares,MG,"0,114","114,2"
3140555,Mata Verde,MG,"0,091","91,2"
3140605,Materlândia,MG,"0,111","110,9"
3140704,Mateus Leme,MG,"0,117","117,3"
3140803,Matias Barbosa,MG,"0,115","114,6"
3140852,Matias Cardoso,MG,"0,112","112,1"
3140902,Matipó,MG,"0,114","113,6"
3141009,Mato Verde,MG,"0,145","144,8"
3141108,Matozinhos,MG,"0,114","114,2"
3141207,Matutina,MG,"0,113","113,5"
3141306,Medeiros,MG,"0,113","112,6"
3141405,Medina,MG,"0,110","109,7"
3141504,Mendes Pimentel,MG,"0,112","112,1"
3141603,Mercês,MG,"0,115","115,4"
3141702,Mesquita,MG,"0,111","111,1"
3141801,Minas Novas,MG,"0,111","110,8"
3141900,Minduri,MG,"0,116","115,7"
3142007,Mirabela,MG,"0,094","94,3"
3142106,Miradouro,MG,"0,117","116,7"
3142205,Miraí,MG,"0,115","114,7"
3142254,Miravânia,MG,"0,097","97,5"
3142304,Moeda,MG,"0,115","115,2"
3142403,Moema,MG,"0,114","113,9"
3142502,Monjolos,MG,"0,135","134,8"
3142601,Monsenhor Paulo,MG,"0,122","122,3"
3142700,Montalvânia,MG,"0,117","117,3"
3142809,Monte Alegre de Minas,MG,"0,096","96,1"
3142908,Monte Azul,MG,"0,138","137,9"
3143005,Monte Belo,MG,"0,120","120,3"
3143104,Monte Carmelo,MG,"0,124","123,6"
3143153,Monte Formoso,MG,"0,111","111,1"
3143203,Monte Santo de Minas,MG,"0,099","99,3"
3143302,Montes Claros,MG,"0,091","91,0"
3143401,Monte Sião,MG,"0,115","114,6"
3143450,Montezuma,MG,"0,112","112,4"
3143500,Morada Nova de Minas,MG,"0,121","120,6"
3143609,Morro da Garça,MG,"0,114","114,5"
3143708,Morro do Pilar,MG,"0,095","94,6"
3143807,Munhoz,MG,"0,116","115,7"
3143906,Muriaé,MG,"0,117","117,3"
3144003,Mutum,MG,"0,107","107,0"
3144102,Muzambinho,MG,"0,125","124,9"
3144201,Nacip Raydan,MG,"0,111","111,1"
3144300,Nanuque,MG,"0,117","117,3"
3144359,Naque,MG,"0,109","108,8"
3144375,Natalândia,MG,"0,105","104,9"
3144409,Natércia,MG,"0,121","121,3"
3144508,Nazareno,MG,"0,114","113,5"
3144607,Nepomuceno,MG,"0,117","116,5"
3144656,Ninheira,MG,"0,106","105,8"
3144672,Nova Belém,MG,"0,102","102,4"
3144706,Nova Era,MG,"0,119","119,4"
3144805,Nova Lima,MG,"0,116","115,7"
3144904,Nova Módica,MG,"0,113","112,8"
3145000,Nova Ponte,MG,"0,120","120,3"
3145059,Nova Porteirinha,MG,"0,095","95,5"
3145109,Nova Resende,MG,"0,093","93,0"
3145208,Nova Serrana,MG,"0,116","116,5"
3145307,Novo Cruzeiro,MG,"0,114","113,6"
3145356,Novo Oriente de Minas,MG,"0,102","101,9"
3145372,Novorizonte,MG,"0,130","130,3"
3145406,Olaria,MG,"0,115","115,3"
3145455,Olhos-d'Água,MG,"0,099","98,9"
3145505,Olímpio Noronha,MG,"0,116","116,1"
3145604,Oliveira,MG,"0,115","115,1"
3145703,Oliveira Fortes,MG,"0,115","115,4"
3145802,Onça de Pitangui,MG,"0,116","116,3"
3145851,Oratórios,MG,"0,123","122,5"
3145877,Orizânia,MG,"0,125","124,7"
3145901,Ouro Branco,MG,"0,122","122,1"
3146008,Ouro Fino,MG,"0,117","116,9"
3146107,Ouro Preto,MG,"0,108","108,1"
3146206,Ouro Verde de Minas,MG,"0,070","70,1"
3146255,Padre Carvalho,MG,"0,129","129,2"
3146305,Padre Paraíso,MG,"0,109","109,0"
3146404,Paineiras,MG,"0,114","114,0"
3146503,Pains,MG,"0,116","115,8"
3146552,Pai Pedro,MG,"0,117","117,3"
3146602,Paiva,MG,"0,115","115,5"
3146701,Palma,MG,"0,113","113,4"
3146750,Palmópolis,MG,"0,110","110,4"
3146909,Papagaios,MG,"0,114","114,0"
3147006,Paracatu,MG,"0,105","104,9"
3147105,Pará de Minas,MG,"0,117","117,5"
3147204,Paraguaçu,MG,"0,117","116,8"
3147303,Paraisópolis,MG,"0,116","115,9"
3147402,Paraopeba,MG,"0,116","115,9"
3147501,Passabém,MG,"0,111","111,0"
3147600,Passa Quatro,MG,"0,116","115,6"
3147709,Passa Tempo,MG,"0,115","115,5"
3147808,Passa Vinte,MG,"0,116","115,6"
3147907,Passos,MG,"0,093","92,9"
3147956,Patis,MG,"0,120","119,7"
3148004,Patos de Minas,MG,"0,111","110,6"
3148103,Patrocínio,MG,"0,113","112,9"
3148202,Patrocínio do Muriaé,MG,"0,115","115,1"
3148301,Paula Cândido,MG,"0,128","127,5"
3148400,Paulistas,MG,"0,111","111,4"
3148509,Pavão,MG,"0,109","109,1"
3148608,Peçanha,MG,"0,113","112,5"
3148707,Pedra Azul,MG,"0,114","113,9"
3148756,Pedra Bonita,MG,"0,114","113,9"
3148806,Pedra do Anta,MG,"0,127","126,8"
3148905,Pedra do Indaiá,MG,"0,132","132,0"
3149002,Pedra Dourada,MG,"0,092","91,7"
3149101,Pedralva,MG,"0,118","117,9"
3149150,Pedras de Maria da Cruz,MG,"0,074","74,0"
3149200,Pedrinópolis,MG,"0,093","93,0"
3149309,Pedro Leopoldo,MG,"0,135","134,7"
3149408,Pedro Teixeira,MG,"0,115","114,8"
3149507,Pequeri,MG,"0,114","114,0"
3149606,Pequi,MG,"0,114","114,0"
3149705,Perdigão,MG,"0,121","120,8"
3149804,Perdizes,MG,"0,093","93,2"
3149903,Perdões,MG,"0,115","115,2"
3149952,Periquito,MG,"0,107","106,7"
3150000,Pescador,MG,"0,111","110,6"
3150109,Piau,MG,"0,116","115,5"
3150158,Piedade de Caratinga,MG,"0,112","112,1"
3150208,Piedade de Ponte Nova,MG,"0,127","126,8"
3150307,Piedade do Rio Grande,MG,"0,116","115,7"
3150406,Piedade dos Gerais,MG,"0,115","115,1"
3150505,Pimenta,MG,"0,113","113,1"
3150539,Pingo d'Água,MG,"0,107","107,4"
3150570,Pintópolis,MG,"0,077","77,1"
3150604,Piracema,MG,"0,118","118,3"
3150703,Pirajuba,MG,"0,094","94,0"
3150802,Piranga,MG,"0,115","115,4"
3150901,Piranguçu,MG,"0,117","116,6"
3151008,Piranguinho,MG,"0,114","114,5"
3151107,Pirapetinga,MG,"0,115","115,5"
3151206,Pirapora,MG,"0,127","127,0"
3151305,Piraúba,MG,"0,114","114,1"
3151404,Pitangui,MG,"0,116","115,5"
3151503,Piumhi,MG,"0,117","117,3"
3151602,Planura,MG,"0,098","97,6"
3151701,Poço Fundo,MG,"0,121","120,9"
3151800,Poços de Caldas,MG,"0,121","120,7"
3151909,Pocrane,MG,"0,105","104,7"
3152006,Pompéu,MG,"0,117","117,4"
3152105,Ponte Nova,MG,"0,120","119,9"
3152131,Ponto Chique,MG,"0,068","67,9"
3152170,Ponto dos Volantes,MG,"0,105","105,2"
3152204,Porteirinha,MG,"0,102","101,9"
3152303,Porto Firme,MG,"0,115","115,1"
3152402,Poté,MG,"0,114","113,6"
3152501,Pouso Alegre,MG,"0,115","115,0"
3152600,Pouso Alto,MG,"0,115","115,0"
3152709,Prados,MG,"0,115","115,5"
3152808,Prata,MG,"0,073","73,5"
3152907,Pratápolis,MG,"0,110","109,6"
3153004,Pratinha,MG,"0,112","112,3"
3153103,Presidente Bernardes,MG,"0,115","115,5"
3153202,Presidente Juscelino,MG,"0,135","134,7"
3153301,Presidente Kubitschek,MG,"0,109","109,5"
3153400,Presidente Olegário,MG,"0,112","111,9"
3153509,Alto Jequitibá,MG,"0,117","117,1"
3153608,Prudente de Morais,MG,"0,124","124,0"
3153707,Quartel Geral,MG,"0,126","125,5"
3153806,Queluzito,MG,"0,115","114,6"
3153905,Raposos,MG,"0,110","109,8"
3154002,Raul Soares,MG,"0,112","111,6"
3154101,Recreio,MG,"0,112","111,9"
3154150,Reduto,MG,"0,112","112,2"
3154200,Resende Costa,MG,"0,115","115,1"
3154309,Resplendor,MG,"0,112","111,6"
3154408,Ressaquinha,MG,"0,116","115,7"
3154457,Riachinho,MG,"0,102","102,4"
3154507,Riacho dos Machados,MG,"0,120","120,2"
3154606,Ribeirão das Neves,MG,"0,136","135,8"
3154705,Ribeirão Vermelho,MG,"0,114","113,9"
3154804,Rio Acima,MG,"0,110","109,7"
3154903,Rio Casca,MG,"0,120","119,7"
3155009,Rio Doce,MG,"0,124","123,7"
3155108,Rio do Prado,MG,"0,108","108,2"
3155207,Rio Espera,MG,"0,115","115,1"
3155306,Rio Manso,MG,"0,120","120,1"
3155405,Rio Novo,MG,"0,115","114,8"
3155504,Rio Paranaíba,MG,"0,113","113,4"
3155603,Rio Pardo de Minas,MG,"0,134","134,2"
3155702,Rio Piracicaba,MG,"0,125","124,9"
3155801,Rio Pomba,MG,"0,115","115,1"
3155900,Rio Preto,MG,"0,115","115,2"
3156007,Rio Vermelho,MG,"0,102","102,5"
3156106,Ritápolis,MG,"0,115","115,0"
3156205,Rochedo de Minas,MG,"0,115","114,8"
3156304,Rodeiro,MG,"0,110","109,7"
3156403,Romaria,MG,"0,124","123,6"
3156452,Rosário da Limeira,MG,"0,116","115,8"
3156502,Rubelita,MG,"0,122","121,5"
3156601,Rubim,MG,"0,095","95,1"
3156700,Sabará,MG,"0,116","116,4"
3156809,Sabinópolis,MG,"0,113","113,0"
3156908,Sacramento,MG,"0,118","117,9"
3157005,Salinas,MG,"0,132","132,3"
3157104,Salto da Divisa,MG,"0,114","114,1"
3157203,Santa Bárbara,MG,"0,104","104,1"
3157252,Santa Bárbara do Leste,MG,"0,112","112,1"
3157278,Santa Bárbara do Monte Verde,MG,"0,115","115,0"
3157302,Santa Bárbara do Tugúrio,MG,"0,116","115,6"
3157336,Santa Cruz de Minas,MG,"0,114","113,7"
3157377,Santa Cruz de Salinas,MG,"0,136","136,4"
3157401,Santa Cruz do Escalvado,MG,"0,122","122,2"
3157500,Santa Efigênia de Minas,MG,"0,114","114,1"
3157609,Santa Fé de Minas,MG,"0,051","50,8"
3157658,Santa Helena de Minas,MG,"0,115","115,2"
3157708,Santa Juliana,MG,"0,092","92,0"
3157807,Santa Luzia,MG,"0,133","133,3"
3157906,Santa Margarida,MG,"0,124","124,1"
3158003,Santa Maria de Itabira,MG,"0,113","113,2"
3158102,Santa Maria do Salto,MG,"0,116","116,0"
3158201,Santa Maria do Suaçuí,MG,"0,110","110,3"
3158300,Santana da Vargem,MG,"0,116","115,7"
3158409,Santana de Cataguases,MG,"0,115","114,8"
3158508,Santana de Pirapama,MG,"0,120","119,7"
3158607,Santana do Deserto,MG,"0,112","112,3"
3158706,Santana do Garambéu,MG,"0,116","115,7"
3158805,Santana do Jacaré,MG,"0,117","116,5"
3158904,Santana do Manhuaçu,MG,"0,112","112,1"
3158953,Santana do Paraíso,MG,"0,109","109,0"
3159001,Santana do Riacho,MG,"0,044","44,1"
3159100,Santana dos Montes,MG,"0,115","115,5"
3159209,Santa Rita de Caldas,MG,"0,121","121,4"
3159308,Santa Rita de Jacutinga,MG,"0,115","115,2"
3159357,Santa Rita de Minas,MG,"0,112","112,1"
3159407,Santa Rita de Ibitipoca,MG,"0,116","115,7"
3159506,Santa Rita do Itueto,MG,"0,108","107,9"
3159605,Santa Rita do Sapucaí,MG,"0,118","118,1"
3159704,Santa Rosa da Serra,MG,"0,110","110,0"
3159803,Santa Vitória,MG,"0,067","67,1"
3159902,Santo Antônio do Amparo,MG,"0,115","115,4"
3160009,Santo Antônio do Aventureiro,MG,"0,115","114,8"
3160108,Santo Antônio do Grama,MG,"0,119","119,3"
3160207,Santo Antônio do Itambé,MG,"0,114","114,0"
3160306,Santo Antônio do Jacinto,MG,"0,107","107,3"
3160405,Santo Antônio do Monte,MG,"0,114","114,0"
3160454,Santo Antônio do Retiro,MG,"0,164","163,9"
3160504,Santo Antônio do Rio Abaixo,MG,"0,111","111,2"
3160603,Santo Hipólito,MG,"0,120","119,7"
3160702,Santos Dumont,MG,"0,114","114,0"
3160801,São Bento Abade,MG,"0,117","116,8"
3160900,São Brás do Suaçuí,MG,"0,116","115,6"
3160959,São Domingos das Dores,MG,"0,112","112,1"
3161007,São Domingos do Prata,MG,"0,129","129,3"
3161056,São Félix de Minas,MG,"0,113","113,4"
3161106,São Francisco,MG,"0,053","53,0"
3161205,São Francisco de Paula,MG,"0,116","116,2"
3161304,São Francisco de Sales,MG,"0,124","123,7"
3161403,São Francisco do Glória,MG,"0,113","113,1"
3161502,São Geraldo,MG,"0,116","116,2"
3161601,São Geraldo da Piedade,MG,"0,113","113,1"
3161650,São Geraldo do Baixio,MG,"0,120","119,8"
3161700,São Gonçalo do Abaeté,MG,"0,127","127,2"
3161809,São Gonçalo do Pará,MG,"0,114","114,0"
3161908,São Gonçalo do Rio Abaixo,MG,"0,104","104,3"
3162005,São Gonçalo do Sapucaí,MG,"0,117","116,5"
3162104,São Gotardo,MG,"0,114","113,9"
3162203,São João Batista do Glória,MG,"0,093","93,0"
3162252,São João da Lagoa,MG,"0,127","127,0"
3162302,São João da Mata,MG,"0,116","116,1"
3162401,São João da Ponte,MG,"0,091","90,6"
3162450,São João das Missões,MG,"0,110","109,8"
3162500,São João del Rei,MG,"0,116","115,7"
3162559,São João do Manhuaçu,MG,"0,110","109,9"
3162575,São João do Manteninha,MG,"0,116","116,5"
3162609,São João do Oriente,MG,"0,111","110,6"
3162658,São João do Pacuí,MG,"0,063","62,8"
3162708,São João do Paraíso,MG,"0,108","107,9"
3162807,São João Evangelista,MG,"0,111","111,2"
3162906,São João Nepomuceno,MG,"0,115","114,8"
3162922,São Joaquim de Bicas,MG,"0,114","114,0"
3162948,São José da Barra,MG,"0,099","99,1"
3162955,São José da Lapa,MG,"0,135","134,8"
3163003,São José da Safira,MG,"0,110","109,5"
3163102,São José da Varginha,MG,"0,118","118,2"
3163201,São José do Alegre,MG,"0,116","116,3"
3163300,São José do Divino,MG,"0,111","111,4"
3163409,São José do Goiabal,MG,"0,114","114,1"
3163508,São José do Jacuri,MG,"0,111","111,1"
3163607,São José do Mantimento,MG,"0,112","112,4"
3163706,São Lourenço,MG,"0,115","114,8"
3163805,São Miguel do Anta,MG,"0,129","128,8"
3163904,São Pedro da União,MG,"0,097","96,8"
3164001,São Pedro dos Ferros,MG,"0,115","114,5"
3164100,São Pedro do Suaçuí,MG,"0,111","110,9"
3164209,São Romão,MG,"0,049","49,0"
3164308,São Roque de Minas,MG,"0,129","129,0"
3164407,São Sebastião da Bela Vista,MG,"0,116","115,9"
3164431,São Sebastião da Vargem Alegre,MG,"0,115","114,7"
3164472,São Sebastião do Anta,MG,"0,111","111,4"
3164506,São Sebastião do Maranhão,MG,"0,112","112,4"
3164605,São Sebastião do Oeste,MG,"0,129","128,7"
3164704,São Sebastião do Paraíso,MG,"0,121","121,4"
3164803,São Sebastião do Rio Preto,MG,"0,111","111,2"
3164902,São Sebastião do Rio Verde,MG,"0,115","114,6"
3165008,São Tiago,MG,"0,115","115,0"
3165107,São Tomás de Aquino,MG,"0,115","115,1"
3165206,São Thomé das Letras,MG,"0,116","115,5"
3165305,São Vicente de Minas,MG,"0,116","115,7"
3165404,Sapucaí-Mirim,MG,"0,114","114,5"
3165503,Sardoá,MG,"0,114","114,2"
3165537,Sarzedo,MG,"0,128","127,7"
3165552,Setubinha,MG,"0,111","110,9"
3165560,Sem-Peixe,MG,"0,119","118,8"
3165578,Senador Amaral,MG,"0,115","114,8"
3165602,Senador Cortes,MG,"0,115","114,8"
3165701,Senador Firmino,MG,"0,119","119,1"
3165800,Senador José Bento,MG,"0,119","118,7"
3165909,Senador Modestino Gonçalves,MG,"0,109","108,9"
3166006,Senhora de Oliveira,MG,"0,115","115,1"
3166105,Senhora do Porto,MG,"0,114","113,5"
3166204,Senhora dos Remédios,MG,"0,115","115,4"
3166303,Sericita,MG,"0,121","121,0"
3166402,Seritinga,MG,"0,116","115,7"
3166501,Serra Azul de Minas,MG,"0,113","112,9"
3166600,Serra da Saudade,MG,"0,123","123,5"
3166709,Serra dos Aimorés,MG,"0,113","112,6"
3166808,Serra do Salitre,MG,"0,110","110,1"
3166907,Serrania,MG,"0,117","116,8"
3166956,Serranópolis de Minas,MG,"0,159","159,4"
3167004,Serranos,MG,"0,116","115,7"
3167103,Serro,MG,"0,111","110,6"
3167202,Sete Lagoas,MG,"0,114","114,3"
3167301,Silveirânia,MG,"0,115","115,4"
3167400,Silvianópolis,MG,"0,118","118,0"
3167509,Simão Pereira,MG,"0,114","114,0"
3167608,Simonésia,MG,"0,112","112,1"
3167707,Sobrália,MG,"0,110","109,8"
3167806,Soledade de Minas,MG,"0,114","114,3"
3167905,Tabuleiro,MG,"0,115","115,3"
3168002,Taiobeiras,MG,"0,159","159,1"
3168051,Taparuba,MG,"0,105","105,4"
3168101,Tapira,MG,"0,110","110,0"
3168200,Tapiraí,MG,"0,114","113,6"
3168309,Taquaraçu de Minas,MG,"0,127","126,9"
3168408,Tarumirim,MG,"0,111","110,7"
3168507,Teixeiras,MG,"0,116","116,2"
3168606,Teófilo Otoni,MG,"0,110","109,9"
3168705,Timóteo,MG,"0,110","109,5"
3168804,Tiradentes,MG,"0,112","111,7"
3168903,Tiros,MG,"0,126","125,7"
3169000,Tocantins,MG,"0,115","114,5"
3169059,Tocos do Moji,MG,"0,116","116,1"
3169109,Toledo,MG,"0,116","116,3"
3169208,Tombos,MG,"0,115","114,8"
3169307,Três Corações,MG,"0,117","117,1"
3169356,Três Marias,MG,"0,126","126,3"
3169406,Três Pontas,MG,"0,114","114,1"
3169505,Tumiritinga,MG,"0,111","110,6"
3169604,Tupaciguara,MG,"0,121","121,1"
3169703,Turmalina,MG,"0,110","109,6"
3169802,Turvolândia,MG,"0,117","116,8"
3169901,Ubá,MG,"0,113","112,7"
3170008,Ubaí,MG,"0,081","80,9"
3170057,Ubaporanga,MG,"0,112","111,7"
3170107,Uberaba,MG,"0,117","117,4"
3170206,Uberlândia,MG,"0,086","85,6"
3170305,Umburatiba,MG,"0,116","116,3"
3170404,Unaí,MG,"0,108","108,0"
3170438,União de Minas,MG,"0,072","71,6"
3170479,Uruana de Minas,MG,"0,106","106,0"
3170503,Urucânia,MG,"0,129","128,7"
3170529,Urucuia,MG,"0,050","49,7"
3170578,Vargem Alegre,MG,"0,111","110,6"
3170602,Vargem Bonita,MG,"0,114","114,0"
3170651,Vargem Grande do Rio Pardo,MG,"0,104","104,4"
3170701,Varginha,MG,"0,116","115,8"
3170750,Varjão de Minas,MG,"0,127","127,2"
3170800,Várzea da Palma,MG,"0,124","124,0"
3170909,Varzelândia,MG,"0,103","102,8"
3171006,Vazante,MG,"0,093","92,6"
3171030,Verdelândia,MG,"0,104","104,1"
3171071,Veredinha,MG,"0,111","111,0"
3171105,Veríssimo,MG,"0,076","75,5"
3171154,Vermelho Novo,MG,"0,111","110,7"
3171204,Vespasiano,MG,"0,136","135,9"
3171303,Viçosa,MG,"0,124","123,6"
3171402,Vieiras,MG,"0,109","109,0"
3171501,Mathias Lobato,MG,"0,116","115,8"
3171600,Virgem da Lapa,MG,"0,111","110,6"
3171709,Virgínia,MG,"0,116","115,5"
3171808,Virginópolis,MG,"0,113","112,5"
3171907,Virgolândia,MG,"0,111","111,2"
3172004,Visconde do Rio Branco,MG,"0,110","109,7"
3172103,Volta Grande,MG,"0,115","114,9"
3172202,Wenceslau Braz,MG,"0,117","117,3"
3200102,Afonso Cláudio,ES,"0,120","119,5"
3200136,Águia Branca,ES,"0,082","81,6"
3200169,Água Doce do Norte,ES,"0,117","117,5"
3200201,Alegre,ES,"0,116","116,2"
3200300,Alfredo Chaves,ES,"0,116","115,8"
3200359,Alto Rio Novo,ES,"0,118","117,8"
3200409,Anchieta,ES,"0,113","112,6"
3200508,Apiacá,ES,"0,116","115,6"
3200607,Aracruz,ES,"0,108","107,7"
3200706,Atílio Vivacqua,ES,"0,117","117,2"
3200805,Baixo Guandu,ES,"0,120","120,1"
3200904,Barra de São Francisco,ES,"0,114","113,9"
3201001,Boa Esperança,ES,"0,096","95,6"
3201100,Bom Jesus do Norte,ES,"0,119","118,9"
3201159,Brejetuba,ES,"0,116","115,7"
3201209,Cachoeiro de Itapemirim,ES,"0,114","114,4"
3201308,Cariacica,ES,"0,113","113,4"
3201407,Castelo,ES,"0,112","111,9"
3201506,Colatina,ES,"0,114","114,3"
3201605,Conceição da Barra,ES,"0,117","117,3"
3201704,Conceição do Castelo,ES,"0,114","113,7"
3201803,Divino de São Lourenço,ES,"0,117","117,2"
3201902,Domingos Martins,ES,"0,116","116,4"
3202009,Dores do Rio Preto,ES,"0,116","116,1"
3202108,Ecoporanga,ES,"0,118","118,4"
3202207,Fundão,ES,"0,112","111,7"
3202256,Governador Lindenberg,ES,"0,117","117,3"
3202306,Guaçuí,ES,"0,115","115,4"
3202405,Guarapari,ES,"0,110","110,0"
3202454,Ibatiba,ES,"0,115","115,0"
3202504,Ibiraçu,ES,"0,117","117,3"
3202553,Ibitirama,ES,"0,118","117,8"
3202603,Iconha,ES,"0,115","115,2"
3202652,Irupi,ES,"0,117","117,2"
3202702,Itaguaçu,ES,"0,120","119,8"
3202801,Itapemirim,ES,"0,098","98,3"
3202900,Itarana,ES,"0,127","126,7"
3203007,Iúna,ES,"0,117","117,0"
3203056,Jaguaré,ES,"0,109","108,8"
3203106,Jerônimo Monteiro,ES,"0,113","112,7"
3203130,João Neiva,ES,"0,118","117,8"
3203163,Laranja da Terra,ES,"0,123","122,5"
3203205,Linhares,ES,"0,116","115,7"
3203304,Mantenópolis,ES,"0,117","117,3"
3203320,Marataízes,ES,"0,084","84,4"
3203346,Marechal Floriano,ES,"0,117","117,0"
3203353,Marilândia,ES,"0,114","114,2"
3203403,Mimoso do Sul,ES,"0,115","114,5"
3203502,Montanha,ES,"0,093","93,4"
3203601,Mucurici,ES,"0,089","88,6"
3203700,Muniz Freire,ES,"0,116","116,0"
3203809,Muqui,ES,"0,113","113,3"
3203908,Nova Venécia,ES,"0,117","117,3"
3204005,Pancas,ES,"0,051","50,7"
3204054,Pedro Canário,ES,"0,106","106,1"
3204104,Pinheiros,ES,"0,090","89,6"
3204203,Piúma,ES,"0,117","117,1"
3204252,Ponto Belo,ES,"0,110","109,8"
3204302,Presidente Kennedy,ES,"0,107","107,3"
3204351,Rio Bananal,ES,"0,113","113,4"
3204401,Rio Novo do Sul,ES,"0,114","114,1"
3204500,Santa Leopoldina,ES,"0,116","116,5"
3204559,Santa Maria de Jetibá,ES,"0,117","117,0"
3204609,Santa Teresa,ES,"0,120","119,6"
3204658,São Domingos do Norte,ES,"0,116","116,2"
3204708,São Gabriel da Palha,ES,"0,107","106,9"
3204807,São José do Calçado,ES,"0,116","115,8"
3204906,São Mateus,ES,"0,108","108,5"
3204955,São Roque do Canaã,ES,"0,119","118,8"
3205002,Serra,ES,"0,112","112,1"
3205010,Sooretama,ES,"0,108","107,7"
3205036,Vargem Alta,ES,"0,113","113,3"
3205069,Venda Nova do Imigrante,ES,"0,117","117,0"
3205101,Viana,ES,"0,113","112,9"
3205150,Vila Pavão,ES,"0,117","117,3"
3205176,Vila Valério,ES,"0,116","115,9"
3205200,Vila Velha,ES,"0,099","99,1"
3205309,Vitória,ES,"0,078","78,4"
3300100,Angra dos Reis,RJ,"0,105","104,9"
3300159,Aperibé,RJ,"0,105","105,2"
3300209,Araruama,RJ,"0,073","73,4"
3300225,Areal,RJ,"0,114","114,5"
3300233,Armação dos Búzios,RJ,"0,076","76,2"
3300258,Arraial do Cabo,RJ,"0,030","30,1"
3300308,Barra do Piraí,RJ,"0,112","112,2"
3300407,Barra Mansa,RJ,"0,113","113,4"
3300456,Belford Roxo,RJ,"0,088","87,7"
3300506,Bom Jardim,RJ,"0,107","106,7"
3300605,Bom Jesus do Itabapoana,RJ,"0,125","125,5"
3300704,Cabo Frio,RJ,"0,093","93,2"
3300803,Cachoeiras de Macacu,RJ,"0,097","97,1"
3300902,Cambuci,RJ,"0,128","128,3"
3300936,Carapebus,RJ,"0,090","89,8"
3300951,Comendador Levy Gasparian,RJ,"0,112","112,3"
3301009,Campos dos Goytacazes,RJ,"0,105","105,3"
3301108,Cantagalo,RJ,"0,088","88,3"
3301157,Cardoso Moreira,RJ,"0,115","115,3"
3301207,Carmo,RJ,"0,077","77,4"
3301306,Casimiro de Abreu,RJ,"0,113","112,6"
3301405,Conceição de Macabu,RJ,"0,106","106,3"
3301504,Cordeiro,RJ,"0,096","95,7"
3301603,Duas Barras,RJ,"0,104","103,5"
3301702,Duque de Caxias,RJ,"0,102","102,3"
3301801,Engenheiro Paulo de Frontin,RJ,"0,118","117,6"
3301850,Guapimirim,RJ,"0,112","111,7"
3301876,Iguaba Grande,RJ,"0,061","61,3"
3301900,Itaboraí,RJ,"0,088","87,7"
3302007,Itaguaí,RJ,"0,103","103,0"
3302056,Italva,RJ,"0,122","122,3"
3302106,Itaocara,RJ,"0,081","80,9"
3302205,Itaperuna,RJ,"0,125","125,3"
3302254,Itatiaia,RJ,"0,113","112,5"
3302270,Japeri,RJ,"0,105","104,7"
3302304,Laje do Muriaé,RJ,"0,116","115,7"
3302403,Macaé,RJ,"0,108","107,8"
3302452,Macuco,RJ,"0,116","116,2"
3302502,Magé,RJ,"0,105","105,4"
3302601,Mangaratiba,RJ,"0,101","100,7"
3302700,Maricá,RJ,"0,072","71,6"
3302809,Mendes,RJ,"0,108","108,5"
3302858,Mesquita,RJ,"0,099","98,9"
3302908,Miguel Pereira,RJ,"0,112","112,0"
3303005,Miracema,RJ,"0,119","118,9"
3303104,Natividade,RJ,"0,118","118,3"
3303203,Nilópolis,RJ,"0,082","82,1"
3303302,Niterói,RJ,"0,077","77,0"
3303401,Nova Friburgo,RJ,"0,101","100,6"
3303500,Nova Iguaçu,RJ,"0,102","101,8"
3303609,Paracambi,RJ,"0,109","108,6"
3303708,Paraíba do Sul,RJ,"0,113","112,9"
3303807,Paraty,RJ,"0,102","102,5"
3303856,Paty do Alferes,RJ,"0,118","117,8"
3303906,Petrópolis,RJ,"0,096","96,3"
3303955,Pinheiral,RJ,"0,108","108,5"
3304003,Piraí,RJ,"0,109","109,2"
3304102,Porciúncula,RJ,"0,115","115,2"
3304110,Porto Real,RJ,"0,114","114,0"
3304128,Quatis,RJ,"0,115","114,7"
3304144,Queimados,RJ,"0,099","98,6"
3304151,Quissamã,RJ,"0,086","86,2"
3304201,Resende,RJ,"0,113","113,0"
3304300,Rio Bonito,RJ,"0,082","82,2"
3304409,Rio Claro,RJ,"0,104","104,3"
3304508,Rio das Flores,RJ,"0,113","113,5"
3304524,Rio das Ostras,RJ,"0,093","93,0"
3304557,Rio de Janeiro,RJ,"0,096","96,4"
3304607,Santa Maria Madalena,RJ,"0,106","106,1"
3304706,Santo Antônio de Pádua,RJ,"0,117","116,6"
3304755,São Francisco de Itabapoana,RJ,"0,114","113,9"
3304805,São Fidélis,RJ,"0,095","95,2"
